This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Emerging_Markets.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199102       ,26.05       ,31.96       ,31.74      ,207.71      ,231.42      ,307.54
199103       ,31.23       ,35.14       ,31.42      ,211.98      ,269.89      ,357.32
199104       ,34.10       ,31.80       ,32.90      ,222.19      ,237.58      ,420.78
199105       ,32.43       ,32.33       ,26.01      ,220.83      ,265.59      ,377.40
199106       ,32.64       ,39.02       ,32.05      ,236.67      ,286.78      ,426.86
199107       ,39.61       ,35.03       ,23.14      ,253.41      ,331.35      ,324.82
199108       ,38.13       ,36.08       ,24.73      ,240.84      ,382.48      ,317.37
199109       ,44.89       ,25.73       ,32.39      ,260.20      ,263.88      ,474.67
199110       ,39.98       ,24.72       ,34.58      ,226.40      ,257.38      ,452.82
199111       ,37.84       ,35.35       ,31.00      ,288.55      ,227.41      ,500.41
199112       ,43.68       ,24.28       ,36.82      ,284.40      ,225.40      ,505.72
199201       ,16.14       ,13.05       ,22.90      ,177.86      ,161.37      ,359.42
199202       ,23.56       ,19.31       ,27.14      ,191.98      ,182.27      ,298.87
199203       ,26.25       ,21.52       ,17.03      ,158.90      ,207.52      ,295.56
199204       ,26.06       ,21.61       ,21.63      ,157.16      ,180.56      ,291.78
199205       ,26.28       ,27.05       ,19.11      ,158.25      ,201.25      ,308.15
199206       ,22.39       ,27.08       ,23.60      ,165.35      ,156.22      ,293.32
199207       ,24.97       ,21.37       ,19.09      ,154.19      ,166.58      ,269.20
199208       ,23.48       ,24.67       ,14.81      ,155.42      ,165.25      ,257.91
199209       ,22.42       ,16.57       ,24.43      ,150.01      ,166.13      ,230.11
199210       ,22.55       ,16.74       ,20.12      ,146.58      ,155.43      ,246.68
199211       ,24.22       ,19.31       ,17.37      ,140.51      ,193.34      ,225.47
199212       ,22.57       ,20.01       ,16.16      ,154.59      ,180.79      ,228.27
199301       ,13.54       ,13.76       ,16.86      ,148.73      ,158.45      ,181.23
199302       ,13.09       ,21.87       ,12.03      ,152.22      ,213.85      ,194.37
199303       ,13.67       ,20.76       ,13.89      ,163.56      ,244.21      ,191.32
199304       ,13.33       ,25.50       ,11.99      ,171.10      ,242.72      ,174.81
199305       ,17.91       ,14.93       ,17.58      ,155.53      ,225.38      ,193.77
199306       ,14.03       ,22.35       ,18.90      ,232.79      ,182.56      ,197.84
199307       ,14.38       ,23.93       ,16.30      ,187.06      ,221.07      ,198.99
199308       ,17.82       ,22.27       ,14.80      ,234.61      ,192.42      ,209.28
199309       ,16.36       ,24.91       ,15.42      ,238.76      ,217.68      ,242.00
199310       ,18.41       ,21.26       ,21.04      ,245.53      ,241.65      ,227.21
199311       ,21.88       ,22.83       ,23.51      ,256.26      ,285.25      ,231.67
199312       ,25.46       ,22.64       ,19.59      ,281.40      ,289.76      ,264.72
199401       ,26.71       ,26.12       ,27.79      ,328.51      ,393.46      ,310.40
199402       ,18.21       ,32.21       ,43.60      ,346.38      ,433.34      ,363.76
199403       ,18.13       ,26.22       ,58.20      ,348.77      ,379.88      ,412.37
199404       ,17.83       ,24.08       ,48.81      ,318.86      ,346.28      ,315.37
199405       ,17.12       ,23.56       ,42.63      ,305.67      ,371.29      ,316.27
199406       ,18.44       ,22.10       ,45.91      ,279.23      ,363.49      ,351.89
199407       ,18.19       ,22.97       ,42.25      ,309.58      ,305.74      ,350.65
199408       ,17.75       ,27.20       ,45.14      ,288.49      ,351.91      ,378.24
199409       ,23.34       ,35.42       ,30.65      ,284.29      ,451.83      ,380.70
199410       ,23.53       ,28.49       ,41.94      ,380.81      ,378.16      ,392.77
199411       ,22.69       ,30.29       ,39.90      ,347.33      ,368.88      ,378.54
199412       ,23.33       ,26.92       ,31.67      ,290.44      ,385.04      ,350.06
199501       ,27.65       ,22.00       ,19.92      ,299.34      ,305.80      ,330.65
199502       ,20.17       ,17.69       ,17.22      ,254.85      ,308.16      ,293.51
199503       ,21.89       ,18.85       ,15.44      ,219.36      ,257.80      ,408.52
199504       ,27.31       ,22.46       ,25.45      ,299.29      ,380.07      ,456.49
199505       ,26.88       ,23.83       ,24.47      ,331.75      ,398.46      ,456.80
199506       ,25.87       ,26.92       ,23.14      ,274.76      ,469.82      ,466.05
199507       ,25.58       ,25.83       ,25.41      ,294.70      ,416.72      ,501.03
199508       ,24.72       ,29.30       ,27.25      ,325.73      ,425.67      ,523.82
199509       ,26.06       ,25.26       ,25.66      ,313.23      ,427.85      ,477.08
199510       ,26.06       ,26.47       ,24.78      ,357.65      ,387.82      ,491.90
199511       ,22.44       ,28.33       ,26.42      ,287.12      ,431.67      ,476.61
199512       ,21.81       ,26.90       ,28.59      ,289.89      ,411.02      ,476.47
199601       ,22.23       ,28.10       ,32.21      ,280.11      ,438.42      ,498.39
199602       ,23.46       ,29.93       ,32.48      ,248.82      ,467.91      ,472.82
199603       ,22.11       ,28.63       ,35.17      ,296.21      ,426.33      ,465.46
199604       ,22.24       ,27.22       ,40.86      ,311.91      ,429.68      ,446.20
199605       ,22.98       ,28.88       ,42.12      ,363.26      ,448.73      ,464.84
199606       ,22.42       ,30.02       ,39.95      ,403.35      ,381.75      ,522.38
199607       ,23.77       ,30.24       ,39.34      ,377.47      ,411.68      ,519.90
199608       ,21.19       ,30.24       ,37.42      ,336.85      ,408.00      ,456.55
199609       ,23.29       ,27.97       ,35.89      ,346.11      ,454.32      ,422.10
199610       ,22.66       ,28.15       ,38.43      ,330.39      ,444.86      ,451.19
199611       ,24.08       ,25.54       ,38.07      ,336.79      ,431.43      ,421.36
199612       ,25.42       ,26.50       ,38.16      ,347.11      ,504.75      ,378.15
199701       ,24.61       ,27.06       ,36.23      ,325.46      ,476.58      ,408.82
199702       ,27.88       ,29.70       ,36.14      ,344.01      ,501.63      ,439.91
199703       ,29.68       ,32.22       ,37.39      ,338.09      ,528.16      ,480.00
199704       ,28.87       ,33.28       ,35.06      ,344.06      ,534.89      ,428.53
199705       ,28.21       ,31.43       ,33.40      ,334.47      ,543.69      ,394.20
199706       ,26.30       ,34.16       ,36.79      ,331.49      ,571.03      ,436.94
199707       ,28.83       ,33.94       ,36.69      ,342.19      ,511.95      ,609.92
199708       ,28.89       ,36.53       ,35.29      ,323.79      ,495.32      ,679.77
199709       ,25.44       ,30.60       ,30.43      ,288.53      ,469.56      ,511.61
199710       ,24.97       ,30.22       ,34.20      ,315.21      ,522.90      ,467.46
199711       ,22.03       ,27.73       ,26.22      ,252.99      ,413.24      ,419.44
199712       ,19.05       ,27.33       ,27.70      ,256.67      ,434.77      ,388.63
199801       ,17.85       ,23.67       ,27.29      ,250.79      ,463.48      ,457.37
199802       ,15.88       ,21.79       ,29.25      ,235.62      ,398.63      ,487.31
199803       ,18.25       ,23.05       ,30.53      ,238.75      ,431.04      ,594.91
199804       ,18.15       ,26.24       ,30.67      ,255.15      ,405.99      ,643.48
199805       ,18.51       ,23.97       ,33.88      ,283.94      ,438.31      ,606.99
199806       ,16.63       ,22.49       ,29.48      ,254.27      ,434.73      ,446.36
199807       ,15.14       ,21.04       ,26.02      ,273.46      ,392.50      ,373.34
199808       ,15.04       ,22.54       ,24.75      ,282.58      ,399.30      ,403.06
199809       ,12.10       ,16.67       ,21.05      ,174.67      ,260.06      ,324.59
199810       ,13.36       ,16.15       ,20.28      ,237.21      ,260.43      ,302.15
199811       ,14.78       ,17.32       ,21.02      ,221.98      ,324.09      ,384.23
199812       ,16.08       ,17.97       ,20.22      ,216.04      ,368.86      ,369.59
199901       ,17.47       ,16.59       ,19.46      ,287.13      ,361.84      ,353.64
199902       ,16.82       ,17.08       ,21.08      ,334.08      ,324.31      ,384.42
199903       ,16.99       ,17.51       ,19.41      ,280.54      ,378.90      ,403.02
199904       ,18.13       ,18.73       ,18.54      ,308.44      ,391.63      ,451.34
